queue_ahead,daily_caller,hour,minute,day_of_week,recent_arrivals,recent_services,avg_service_time,time_since_previous_call
0,222,16,39,3,4,4,175.65,46.0
0,24,8,46,1,6,6,294.75,161.0
0,53,10,28,1,4,4,304.9,89.0
0,53,10,22,0,7,8,339.35,296.0
0,37,10,50,1,3,3,236.0,223.0
0,218,16,56,2,4,4,309.05,124.0
0,84,11,34,4,1,1,298.1,392.0
0,164,15,25,3,4,4,378.0,166.0
0,128,17,15,0,2,2,193.35,109.0
0,150,17,51,4,1,1,208.0,95.0
0,68,11,27,0,3,3,302.6,97.0
0,167,17,26,0,3,3,397.6,55.0
0,59,11,1,2,2,2,326.6,111.0
0,103,12,24,1,4,4,242.35,152.0
0,80,12,17,4,3,4,412.6,50.0
1,214,15,54,4,7,6,349.95,24.0
0,35,9,12,2,4,4,187.85,161.0
0,43,11,10,4,2,2,319.25,163.0
0,130,15,58,0,2,2,308.3,198.0
0,41,9,46,3,3,3,261.9,193.0
0,151,17,39,1,1,1,307.25,5.0
0,86,12,5,0,4,4,220.6,99.0
0,8,8,10,1,6,6,273.3,73.0
0,40,9,16,0,4,5,295.7,88.0
1,170,13,37,1,14,13,295.1,37.0
0,217,17,28,0,5,5,320.95,107.0
0,107,14,11,3,0,0,221.4,671.0
0,247,17,48,1,4,4,233.85,52.0
0,226,16,13,3,3,3,304.85,97.0
0,128,15,58,1,4,4,248.2,155.0
0,17,8,39,2,3,3,228.65,11.0
0,227,17,28,2,3,3,302.45,270.0
0,178,15,36,1,1,1,224.6,537.0
0,136,12,50,1,3,3,253.6,172.0
0,83,13,14,2,3,3,367.1,66.0
0,132,14,12,4,3,3,298.35,269.0
0,87,12,44,0,5,5,278.9,103.0
0,149,13,1,0,3,3,421.75,5.0
0,119,15,5,0,2,2,460.0,41.0
0,47,9,41,1,4,4,305.7,95.0
0,192,17,23,4,2,2,261.5,254.0
0,269,17,45,4,5,5,203.9,130.0
0,51,11,24,2,5,5,279.45,18.0
0,51,9,35,4,3,3,257.0,21.0
0,88,14,1,4,2,2,390.55,353.0
0,220,17,34,1,1,1,226.2,11.0
0,169,15,16,4,5,5,353.95,62.0
0,126,15,18,4,2,2,310.3,16.0
0,117,15,7,0,1,1,215.8,468.0
0,20,9,11,4,1,1,251.6,384.0
0,80,11,47,0,5,5,238.35,71.0
0,50,11,3,0,0,0,229.95,678.0
0,65,11,38,1,4,4,299.9,26.0
0,157,16,7,0,6,6,358.75,41.0
0,44,10,31,4,4,4,298.7,54.0
0,17,8,57,0,2,2,251.55,216.0
0,7,8,14,3,1,1,339.2,32.0
0,242,16,28,2,2,2,333.8,170.0
0,30,10,6,1,3,3,213.5,128.0
0,130,14,42,4,3,3,157.0,109.0
0,223,15,25,1,5,6,362.2,75.0
0,219,15,36,4,3,4,350.8,122.0
0,126,12,58,1,5,5,264.85,113.0
0,126,15,33,4,3,3,211.7,47.0
0,65,10,53,4,3,3,421.75,1.0
0,144,16,6,0,0,0,292.65,659.0
0,108,13,53,4,2,2,386.45,243.0
0,69,11,48,2,2,2,225.4,88.0
0,31,9,2,1,5,5,262.1,159.0
0,161,15,50,3,5,5,294.65,6.0
0,80,11,1,4,3,3,313.15,129.0
0,30,8,55,1,6,6,334.15,123.0
0,22,9,27,2,4,4,366.9,108.0
0,24,8,54,3,3,3,269.6,40.0
0,137,13,49,4,2,2,231.05,162.0
3,60,9,52,0,5,4,343.65,12.0
0,152,15,51,4,3,3,322.95,138.0
0,27,9,2,2,2,3,306.55,4.0
0,268,17,5,4,3,3,206.45,1.0
0,40,9,25,3,6,6,476.85,116.0
0,29,9,6,2,3,3,345.1,166.0
0,63,12,44,0,0,0,279.65,1479.0
0,109,12,38,0,5,5,383.6,65.0
0,144,16,28,3,6,7,353.8,69.0
0,67,11,37,0,1,1,356.65,579.0
0,162,13,59,2,2,3,267.8,81.0
0,73,12,28,3,0,0,282.5,892.0
0,39,10,10,3,2,2,159.15,25.0
0,181,15,18,4,5,5,286.9,5.0
0,7,8,18,2,2,2,308.05,107.0
0,39,10,13,4,4,4,269.05,100.0
0,37,11,35,0,2,2,212.75,368.0
0,102,11,53,3,4,4,272.85,62.0
2,100,12,26,3,3,3,454.15,459.0
0,51,9,43,3,6,6,136.45,49.0
0,59,11,25,0,2,2,286.55,440.0
0,147,15,44,0,2,2,419.3,77.0
0,14,8,38,2,4,4,329.15,135.0
0,70,12,14,2,1,1,264.9,288.0
0,45,10,41,2,6,6,291.0,57.0
0,134,14,18,0,0,0,240.65,651.0
0,23,9,12,3,5,5,300.35,139.0
0,4,8,6,1,3,3,285.9,103.0
0,68,11,26,3,3,3,438.1,123.0
0,43,10,10,1,5,5,240.6,43.0
0,79,10,55,3,2,2,261.7,418.0
0,10,8,25,1,1,1,333.0,1.0
0,17,8,27,3,4,4,236.7,215.0
0,109,12,40,2,3,3,320.45,96.0
0,94,12,54,4,4,4,285.9,223.0
0,102,15,46,2,0,0,277.25,1367.0
0,61,11,34,3,5,5,305.85,9.0
0,100,11,46,4,2,2,249.9,18.0
0,67,11,23,3,4,4,221.1,272.0
0,197,15,2,3,8,8,186.0,253.0
0,154,16,14,4,5,5,378.0,129.0
0,85,13,43,2,2,2,255.6,66.0
0,148,16,51,2,2,2,309.15,3.0
0,175,17,40,3,4,4,185.4,25.0
0,62,11,29,1,1,1,426.45,252.0
0,146,13,19,2,2,2,323.85,200.0
0,86,10,57,1,5,5,286.55,191.0
0,49,11,12,0,5,5,341.05,182.0
0,155,17,32,2,2,2,481.7,17.0
0,80,12,39,0,1,1,364.85,26.0
0,68,12,9,2,2,2,239.8,26.0
0,217,16,38,1,4,4,303.5,61.0
0,77,12,4,3,4,4,325.3,8.0
0,23,9,30,2,3,3,217.05,99.0
0,16,8,43,2,4,4,225.0,215.0
0,200,15,58,1,6,6,359.8,37.0
0,118,14,38,0,3,3,344.25,187.0
0,4,8,6,1,3,3,238.15,219.0
0,163,14,56,1,6,6,308.0,118.0
0,101,13,10,2,2,2,216.1,258.0
0,157,14,55,0,2,2,393.4,91.0
0,8,8,20,2,3,3,288.65,229.0
0,226,17,28,3,3,3,163.05,326.0
0,145,16,22,3,3,3,277.35,296.0
0,77,12,42,4,3,3,270.65,414.0
0,122,12,25,2,2,2,281.0,71.0
0,85,12,39,4,2,2,275.75,396.0
0,114,14,31,3,5,5,353.75,181.0
0,43,10,13,0,4,4,387.85,12.0
0,173,16,18,3,3,3,427.65,79.0
0,162,15,0,2,3,3,254.65,220.0
0,37,9,31,0,3,3,283.15,41.0
0,67,11,45,0,3,3,235.15,305.0
0,207,17,21,2,5,5,398.8,106.0
0,33,9,21,0,3,3,309.05,252.0
0,98,14,1,3,1,1,401.9,524.0
0,212,17,1,3,3,3,259.0,372.0
0,216,17,45,0,3,3,277.9,31.0
0,117,12,55,4,6,6,266.85,33.0
0,119,13,39,3,7,7,316.0,71.0
0,15,8,40,3,4,4,247.45,199.0
0,252,16,51,1,4,4,263.05,26.0
0,140,17,31,0,2,2,462.25,220.0
0,234,17,35,4,5,5,373.45,62.0
0,217,16,38,4,6,6,407.05,120.0
0,35,10,16,0,2,2,352.25,305.0
1,125,13,2,0,6,5,202.05,50.0
0,211,17,22,4,4,4,237.95,133.0
0,8,8,22,2,3,3,258.4,290.0
0,97,14,25,0,3,3,261.25,320.0
0,29,9,28,3,3,3,386.0,144.0
0,41,9,33,0,6,6,149.7,6.0
0,39,10,17,2,3,3,340.4,347.0
0,18,8,28,4,2,3,292.85,85.0
0,129,13,52,1,3,5,468.25,120.0
0,55,11,40,0,0,0,434.85,741.0
0,229,17,3,0,7,7,219.4,5.0
0,71,12,2,0,3,3,270.0,57.0
0,154,16,20,2,2,2,316.95,266.0
0,162,14,9,1,6,6,227.45,56.0
0,66,12,41,3,3,3,297.25,163.0
0,96,12,25,1,5,5,293.3,253.0
0,104,13,31,4,5,5,291.05,108.0
0,51,10,26,1,2,2,265.9,195.0
0,26,8,47,0,4,4,323.35,40.0
0,76,10,41,0,5,5,222.2,23.0
0,132,16,51,4,1,1,331.0,355.0
0,42,9,31,3,2,2,412.6,152.0
1,164,14,31,4,11,10,247.1,23.0
0,194,17,23,0,4,4,291.05,84.0
0,28,9,21,3,1,1,240.25,157.0
0,19,9,15,3,2,2,238.4,53.0
0,109,13,27,2,4,4,297.65,138.0
0,38,10,9,4,2,2,372.2,196.0
0,40,9,34,1,2,2,235.35,223.0
0,175,15,42,3,2,2,196.35,249.0
1,56,10,26,4,5,4,381.1,19.0
0,200,16,30,0,7,7,424.5,7.0
0,56,11,28,3,0,0,329.4,811.0
0,153,14,9,1,4,4,220.95,94.0
0,25,9,35,0,5,5,272.0,124.0
0,37,10,21,3,1,1,358.65,477.0
0,103,12,33,2,6,6,342.4,46.0
0,99,12,17,1,3,3,252.15,345.0
0,180,14,50,3,6,6,297.1,155.0
0,87,13,21,3,2,2,188.5,212.0
0,30,9,45,0,5,5,370.8,67.0
0,97,12,11,2,3,3,333.4,200.0
0,8,8,18,0,5,5,245.25,232.0
0,113,14,41,2,5,5,125.0,79.0
0,141,17,27,0,3,4,246.45,79.0
0,244,17,45,1,2,2,302.75,323.0
0,64,11,58,1,1,1,276.0,570.0
0,43,9,29,0,4,4,242.5,150.0
0,150,13,34,2,3,3,381.65,2.0
0,1,8,0,0,0,0,224.9,223312.0
0,80,12,5,4,2,2,278.05,161.0
0,176,16,29,2,3,3,319.75,247.0
0,182,16,27,0,5,5,258.65,167.0
1,92,11,50,0,6,8,275.65,100.0
0,126,15,23,3,2,2,289.7,206.0
0,24,9,13,4,3,3,402.85,83.0
0,21,9,21,3,4,4,253.1,371.0
0,79,13,4,3,1,1,247.85,445.0
0,52,9,50,2,5,5,307.65,51.0
0,107,11,32,3,5,5,175.4,19.0
0,102,12,49,0,0,0,213.75,639.0
0,89,12,24,4,3,3,283.2,43.0
0,50,10,35,4,2,2,311.25,114.0
0,185,15,53,0,2,2,390.05,72.0
0,182,15,1,0,5,5,292.3,87.0
0,224,17,30,1,3,6,357.9,237.0
0,190,14,21,1,5,5,259.3,100.0
0,166,15,52,1,3,3,453.0,16.0
0,34,9,59,3,5,5,350.75,83.0
0,66,13,51,1,1,1,276.55,302.0
0,121,14,37,1,4,4,345.25,156.0
0,166,16,8,1,3,3,339.6,305.0
0,185,16,54,4,3,3,246.3,143.0
0,180,14,16,0,3,3,265.0,38.0
0,240,16,8,1,3,3,301.65,16.0
0,202,15,24,1,6,6,296.05,162.0
0,110,14,31,1,1,1,293.4,357.0
0,139,13,47,3,1,1,349.5,30.0
0,125,15,8,4,0,0,350.8,602.0
0,66,10,45,2,3,3,288.9,73.0
0,100,13,47,1,1,1,179.7,371.0
0,106,13,20,2,3,3,375.85,249.0
0,115,13,52,1,2,2,252.5,14.0
0,21,8,49,3,2,2,247.45,518.0
0,114,16,2,0,3,3,328.95,72.0
0,87,12,57,1,2,2,269.1,102.0
0,142,14,24,1,6,6,323.15,30.0
0,14,8,43,3,1,1,308.05,385.0
0,167,17,30,1,0,0,323.75,953.0
0,175,17,16,3,3,3,309.15,111.0
0,132,15,54,2,3,3,348.9,92.0
0,51,11,44,4,2,2,335.75,109.0
1,18,8,34,1,6,5,303.75,131.0
0,122,12,21,3,3,3,227.7,24.0
0,80,13,15,4,2,2,268.9,310.0
2,160,13,46,4,9,7,501.05,139.0
0,199,15,52,3,1,1,327.0,592.0
0,143,16,46,4,0,0,343.0,774.0
0,97,12,44,0,1,1,329.05,281.0
0,142,16,26,0,4,4,444.25,121.0
0,89,11,7,3,0,0,403.3,603.0
0,185,16,10,2,4,4,242.05,183.0
0,1,8,0,1,0,0,246.75,50472.0
0,65,12,22,2,2,2,285.7,173.0
0,103,13,15,1,1,1,246.45,535.0
0,21,9,3,2,1,1,298.7,91.0
0,67,10,48,1,3,3,201.25,100.0
0,115,12,4,3,5,5,252.15,42.0
0,143,17,54,1,1,1,274.4,380.0
2,46,9,53,1,7,5,370.45,52.0
0,148,16,43,1,6,6,340.15,13.0
0,223,17,4,4,3,3,267.85,7.0
0,135,12,53,2,3,3,155.65,5.0
0,101,14,48,1,2,2,338.0,312.0
0,201,15,49,0,3,3,264.05,74.0
0,55,11,24,4,2,2,303.85,146.0
0,60,11,40,2,2,2,329.35,458.0
0,7,8,12,4,2,2,228.25,111.0
0,109,12,3,4,5,5,266.35,152.0
0,17,8,38,2,6,6,217.45,106.0
0,121,16,16,4,1,1,560.0,126.0
0,191,16,7,3,2,2,231.35,70.0
0,171,16,27,3,3,3,298.15,365.0
0,52,10,16,4,1,1,272.55,392.0
0,111,11,57,0,2,2,223.65,64.0
0,56,10,6,2,2,2,300.6,56.0
0,71,12,34,0,1,1,278.05,324.0
0,34,9,22,4,5,5,224.6,19.0
0,66,11,54,0,1,1,196.0,208.0
6,71,10,1,4,13,7,340.5,23.0
0,114,15,31,2,2,2,454.6,45.0
0,48,9,48,1,2,3,308.45,154.0
0,252,17,55,4,3,5,293.05,304.0
0,11,8,41,0,4,4,283.45,166.0
2,180,16,11,3,4,2,490.4,206.0
0,226,15,44,4,2,2,233.55,187.0
0,150,14,29,4,3,3,366.2,87.0
0,2,8,5,3,1,1,246.55,324.0
0,190,15,27,4,4,4,284.25,47.0
0,176,16,48,3,1,1,370.8,38.0
0,201,17,10,2,1,1,396.3,393.0
0,126,14,32,0,1,1,262.9,340.0
0,79,11,15,0,6,6,252.35,23.0
0,90,13,57,0,3,3,331.55,15.0
0,227,16,10,0,6,7,286.45,170.0
0,140,12,57,2,6,6,167.7,65.0
0,154,14,24,0,7,7,218.25,8.0
0,64,11,40,1,3,3,294.2,172.0
0,111,13,38,4,3,3,282.1,240.0
0,26,9,28,0,4,4,245.85,70.0
0,253,17,30,4,2,2,334.8,216.0
0,41,9,21,1,1,1,231.9,437.0
0,136,15,55,2,3,3,319.8,131.0
0,191,17,13,1,2,2,230.75,309.0
0,84,12,13,1,5,6,377.5,74.0
0,64,12,2,0,2,2,319.7,24.0
2,87,11,20,4,6,4,380.8,51.0
0,98,14,28,2,3,3,291.0,170.0
0,24,9,28,4,3,3,329.0,53.0
0,126,14,35,0,4,4,294.65,356.0
0,61,11,57,3,2,2,254.7,37.0
0,160,13,31,1,5,5,291.0,33.0
1,46,10,4,4,8,7,319.55,5.0
0,231,17,16,0,8,8,313.15,137.0
0,184,17,44,4,5,5,354.65,79.0
0,128,15,20,1,4,4,237.5,287.0
0,28,9,23,4,3,3,293.0,98.0
0,143,17,15,0,0,0,323.95,611.0
0,209,16,48,3,3,3,245.65,112.0
0,64,10,23,2,3,3,321.3,65.0
0,122,15,18,3,5,5,180.15,62.0
0,17,9,14,1,6,6,202.35,282.0
0,29,9,44,2,2,2,329.3,104.0
0,105,11,43,0,7,7,237.75,151.0
0,59,11,2,1,5,5,406.4,299.0
0,54,11,13,3,1,1,352.5,500.0
0,97,14,10,1,3,3,246.1,10.0
0,146,15,57,1,3,3,336.35,71.0
0,42,10,9,1,4,4,249.0,133.0
0,201,17,38,3,5,5,310.0,72.0
0,187,17,15,4,3,3,258.9,27.0
0,14,8,33,1,4,4,257.6,423.0
0,129,13,27,4,1,1,242.6,434.0
0,221,16,53,1,3,3,310.0,124.0
0,118,16,9,0,2,2,271.15,138.0
0,14,8,26,1,6,6,392.9,81.0
0,22,8,51,1,4,5,248.7,197.0
0,14,8,31,4,4,4,280.45,27.0
0,222,17,30,3,2,2,271.85,12.0
0,73,12,1,2,2,2,213.35,10.0
2,130,12,34,3,9,7,262.9,129.0
0,141,15,53,4,1,1,195.45,157.0
0,4,8,19,3,1,1,355.85,489.0
0,90,11,25,2,6,6,259.85,44.0
0,38,9,53,0,2,2,199.45,476.0
0,69,11,20,3,4,4,397.2,22.0
0,9,8,22,3,4,4,348.7,6.0
0,102,14,44,2,2,2,624.3,95.0
0,90,12,45,2,2,2,162.7,320.0
0,134,17,48,0,1,1,157.55,350.0
0,178,16,39,4,6,6,290.7,141.0
0,54,11,10,0,1,1,222.85,56.0
0,4,8,9,0,3,3,206.2,177.0
0,24,8,41,1,3,4,405.3,249.0
0,78,11,49,4,2,2,269.8,220.0
0,124,15,25,4,2,2,377.15,8.0
0,70,10,17,2,2,2,383.55,256.0
1,167,14,48,0,4,4,447.25,56.0
0,102,12,34,2,2,2,265.55,277.0
0,106,11,43,0,5,5,214.0,95.0
0,140,17,12,2,3,3,338.5,347.0
0,266,17,13,3,3,6,341.85,215.0
0,24,8,47,1,4,4,236.4,138.0
0,32,10,35,0,2,2,294.7,58.0
0,55,11,19,2,3,3,297.6,7.0
0,1,8,0,2,0,0,213.15,50512.0
0,34,9,43,3,4,4,265.45,95.0
0,138,15,12,0,3,3,259.85,106.0
0,87,12,31,2,3,3,160.45,24.0
0,162,14,11,3,2,2,271.45,86.0
0,136,15,30,1,4,4,285.65,205.0
0,187,17,41,4,4,4,330.95,29.0
0,135,14,14,1,1,1,187.0,320.0
0,77,11,57,3,5,5,280.5,73.0
0,37,10,16,4,1,1,500.75,406.0
0,51,10,1,3,4,4,341.45,57.0
0,32,8,54,1,3,3,263.95,55.0
0,202,16,18,1,5,6,360.15,20.0
0,152,15,46,3,3,3,309.15,76.0
0,185,14,47,2,8,8,314.5,248.0
0,132,14,41,3,3,3,318.2,135.0
2,55,10,26,2,8,6,378.5,79.0
0,27,9,55,2,0,0,277.05,720.0
0,118,15,24,0,2,2,370.3,256.0
0,70,11,19,1,4,4,248.75,6.0
0,55,10,51,0,3,3,290.05,447.0
0,31,9,20,3,3,3,307.05,75.0
0,129,14,17,4,6,6,322.0,4.0
0,5,8,12,1,3,3,251.9,45.0
0,201,15,33,2,2,7,341.8,360.0
0,56,11,25,4,3,3,285.15,62.0
0,24,8,48,4,3,3,267.9,210.0
0,68,10,51,2,3,4,352.7,233.0
0,69,12,36,2,3,3,291.35,115.0
0,122,15,16,2,1,1,231.0,439.0
0,98,14,4,0,4,4,247.4,80.0
0,230,17,16,0,3,3,267.3,36.0
0,44,9,33,1,2,2,345.35,52.0
0,53,10,49,3,4,4,255.05,63.0
0,150,15,57,2,2,2,262.95,17.0
0,159,13,23,2,10,10,327.6,100.0
0,150,15,47,2,2,2,271.95,29.0
0,27,9,34,2,2,2,270.8,410.0
0,168,16,46,1,2,2,221.55,118.0
0,43,9,47,3,7,7,275.95,93.0
0,16,8,59,2,4,4,470.95,140.0
0,82,12,25,0,5,8,350.7,96.0
0,67,11,55,0,2,2,222.95,105.0
0,94,12,49,1,0,0,233.15,740.0
0,64,11,42,2,3,3,464.05,153.0
0,82,12,32,0,2,2,260.4,181.0
0,40,10,20,0,3,3,355.0,238.0
0,105,11,34,1,6,6,319.7,84.0
0,161,17,16,0,2,2,294.55,545.0
0,110,14,4,3,3,3,317.7,256.0
0,95,10,57,2,6,6,310.1,186.0
0,129,16,4,0,5,5,356.0,227.0
0,44,10,19,4,1,1,321.65,88.0
0,58,9,27,0,7,7,282.6,129.0
0,188,17,40,1,1,1,298.05,40.0
0,128,16,17,4,4,4,264.1,4.0
0,155,13,50,4,4,4,305.5,13.0
0,120,15,6,2,3,3,317.5,68.0
1,247,17,17,0,6,5,232.95,23.0
0,32,11,20,0,2,2,237.15,343.0
0,147,16,22,1,2,2,260.85,262.0
0,177,16,5,3,3,4,503.2,207.0
0,127,12,53,2,3,3,294.0,220.0
0,140,14,30,3,3,3,305.1,97.0
0,38,10,7,1,2,2,303.0,105.0
0,91,14,6,0,2,2,319.75,106.0
0,95,14,7,1,4,4,287.3,41.0
0,222,15,21,1,6,6,211.25,57.0
0,53,12,27,1,2,2,456.6,145.0
0,86,12,47,4,1,1,279.05,488.0
0,1,8,0,2,0,0,238.3,51146.0
0,24,9,3,1,3,3,238.0,18.0
0,121,13,18,2,3,3,236.25,180.0
0,67,12,9,2,1,1,247.3,373.0
0,154,15,47,3,5,5,346.1,108.0
0,18,8,46,2,7,7,327.15,135.0
0,40,9,32,4,2,4,346.5,447.0
0,21,9,3,3,1,1,200.75,196.0
0,17,8,41,2,5,5,381.2,103.0
0,88,11,32,1,1,1,263.25,246.0
0,77,10,55,4,2,2,343.2,99.0
0,37,9,52,3,3,3,257.3,86.0
0,95,13,18,1,5,5,227.2,56.0
0,172,15,11,0,4,4,334.25,208.0
0,27,9,46,0,1,1,344.75,371.0
1,217,16,14,0,8,7,261.3,59.0
0,158,15,29,3,0,0,387.95,884.0
0,107,16,19,1,2,2,277.5,57.0
0,3,8,9,1,2,2,228.1,28.0
0,18,9,2,4,6,6,301.65,247.0
0,190,14,42,0,2,3,311.2,177.0
0,10,8,20,3,1,1,263.8,84.0
0,6,8,30,1,0,0,254.75,652.0
0,100,14,11,4,2,2,309.0,133.0
0,112,14,50,1,4,4,201.9,8.0
0,147,14,15,2,1,1,315.35,290.0
0,61,11,28,3,0,0,365.45,606.0
0,137,13,36,3,2,2,339.55,198.0
0,148,14,10,3,2,3,294.8,162.0
0,161,14,29,1,5,5,187.35,103.0
0,1,8,0,1,0,0,278.9,50725.0
0,69,11,52,2,1,1,406.3,138.0
0,106,12,6,1,3,4,247.35,83.0
0,96,12,11,2,2,2,321.25,96.0
0,106,14,38,3,2,2,392.65,139.0
0,60,9,54,4,5,5,293.9,79.0
0,108,15,40,0,1,1,401.3,306.0
0,140,13,49,3,3,3,249.5,107.0
0,64,10,47,4,7,7,302.1,96.0
0,53,10,20,2,4,4,314.25,108.0
0,193,16,5,0,6,6,329.3,9.0
0,22,9,51,1,2,2,379.5,457.0
0,27,9,43,4,4,4,206.8,62.0
0,193,16,13,4,6,6,314.95,19.0
0,92,11,48,1,4,4,254.15,104.0
0,120,13,15,2,2,2,253.65,234.0
0,205,15,15,3,3,3,233.45,91.0
0,173,14,0,3,5,5,292.35,116.0
0,3,8,15,2,0,0,465.05,837.0
6,143,13,2,1,8,4,358.5,9.0
1,226,16,37,0,7,6,274.9,36.0
0,28,9,11,1,2,2,344.0,47.0
0,48,11,15,1,2,2,196.8,456.0
0,33,9,31,0,1,1,259.85,185.0
0,40,10,9,1,4,4,332.25,56.0
0,116,12,31,3,2,2,309.05,152.0
0,81,12,32,0,2,2,371.2,448.0
0,35,8,59,1,6,7,301.65,150.0
0,96,11,34,2,3,4,337.8,9.0
0,135,13,41,2,2,2,203.0,77.0
0,141,13,49,3,4,4,278.3,26.0
0,199,15,57,4,5,5,238.2,5.0
0,14,8,48,3,2,2,371.65,278.0
0,153,17,17,3,3,3,251.05,2.0
0,98,15,13,4,3,3,212.0,381.0
0,92,12,23,2,6,6,352.7,16.0
0,143,17,17,4,1,1,241.25,84.0
0,107,13,20,4,4,4,269.65,26.0
0,132,12,41,2,7,7,202.9,57.0
0,63,10,45,2,2,2,304.85,299.0
0,90,13,52,4,4,4,260.7,21.0
0,128,12,52,3,6,6,293.0,51.0
0,186,15,5,0,7,7,329.55,67.0
0,169,17,33,3,3,3,288.0,123.0
0,281,17,49,3,5,5,227.8,101.0
0,35,9,45,3,2,2,311.25,79.0
0,62,10,22,0,4,4,196.35,57.0
0,131,17,50,2,2,2,333.55,106.0
0,172,16,19,4,3,3,178.0,46.0
0,60,12,3,1,2,2,231.65,413.0
0,128,14,32,4,3,3,249.1,104.0
0,130,13,38,2,5,5,232.6,84.0
0,205,17,8,0,5,5,230.1,178.0
0,60,11,21,4,5,5,269.55,28.0
0,57,10,8,2,4,4,235.6,45.0
0,166,16,30,0,1,1,280.2,155.0
0,140,13,23,1,5,5,301.9,23.0
0,4,8,14,2,0,0,274.6,702.0
0,1,8,0,3,0,0,202.1,50472.0
0,206,17,53,2,3,4,374.9,229.0
0,113,14,17,4,4,4,240.0,245.0
0,67,11,13,3,2,2,323.55,494.0
0,65,12,38,3,2,2,326.35,52.0
0,173,14,38,4,3,5,385.45,82.0
0,119,15,49,3,0,0,284.8,607.0
0,61,11,52,1,3,3,268.45,81.0
0,91,12,22,0,3,3,224.6,161.0
0,100,13,24,4,2,2,347.1,103.0
0,113,13,45,1,4,4,401.95,44.0
0,182,15,38,2,4,4,385.1,62.0
0,134,16,43,0,2,2,261.9,472.0
0,169,15,22,2,1,1,342.85,63.0
0,148,14,17,2,2,2,337.1,443.0
0,67,10,57,4,5,5,341.15,211.0
0,156,14,12,4,3,10,463.05,69.0
0,100,13,43,4,1,1,286.55,278.0
0,137,15,55,2,2,2,328.6,136.0
0,22,9,11,3,1,1,226.55,303.0
0,141,15,36,3,4,4,271.2,12.0
0,168,14,10,3,5,7,290.6,103.0
0,108,15,6,2,2,2,331.95,208.0
0,120,12,48,1,0,0,395.0,768.0
0,221,16,0,0,7,7,250.05,134.0
0,24,10,8,0,3,3,345.7,321.0
0,35,10,16,0,4,4,241.9,254.0
0,197,17,36,0,2,2,312.7,16.0
0,166,14,38,0,3,3,380.25,282.0
0,28,8,56,0,4,4,196.4,21.0
0,58,10,16,0,3,3,184.15,285.0
0,90,11,34,3,6,6,254.5,44.0
0,158,14,19,2,3,3,269.75,163.0
0,182,14,23,2,3,3,215.1,65.0
0,191,16,10,0,5,5,364.95,234.0
0,204,17,6,2,3,3,256.35,138.0
0,171,14,39,4,5,5,425.25,9.0
0,8,8,22,4,2,2,233.1,219.0
0,53,10,22,0,3,3,279.1,307.0
0,52,10,6,1,4,4,249.1,142.0
0,41,10,5,4,3,3,199.05,44.0
0,38,10,24,2,0,0,278.15,666.0
0,250,17,56,4,4,4,197.9,111.0
0,2,8,3,2,1,1,284.4,227.0
1,184,15,19,0,7,6,327.95,17.0
1,72,11,56,0,4,3,420.3,88.0
0,131,17,39,1,2,2,300.35,132.0
0,39,9,44,2,3,3,511.0,172.0
0,113,14,13,2,3,3,200.5,336.0
0,82,11,1,2,2,2,279.2,459.0
5,136,13,22,3,5,3,486.4,2.0
0,137,15,51,1,5,5,186.4,296.0
0,150,14,55,1,1,1,255.15,302.0
0,25,9,23,1,2,2,255.35,6.0
0,93,13,14,1,3,3,162.45,153.0
0,209,17,46,1,2,2,167.85,361.0
0,81,13,0,3,3,3,337.4,14.0
0,114,14,22,4,5,5,301.1,104.0
0,135,15,45,3,0,3,314.85,614.0
0,41,9,11,3,7,7,375.75,21.0
0,86,11,28,3,2,2,284.85,177.0
0,107,11,34,3,5,5,307.45,22.0
0,77,13,16,4,0,0,283.1,683.0
0,61,12,3,1,4,4,181.3,92.0
0,131,14,18,1,5,5,259.5,1.0
0,126,15,0,1,7,7,330.05,18.0
0,4,8,19,1,2,2,330.2,95.0
0,116,14,51,1,2,2,321.9,400.0
0,102,12,57,2,1,1,264.45,70.0
0,133,14,44,4,4,4,245.05,253.0
0,87,13,43,4,0,0,178.1,743.0
0,185,16,36,1,3,3,226.6,380.0
0,9,8,13,2,5,5,387.85,196.0
0,36,10,37,0,3,3,252.95,136.0
0,123,13,34,3,3,3,302.2,302.0
0,28,9,41,0,5,5,391.85,149.0
0,57,10,8,3,5,5,293.95,69.0
0,39,10,29,2,4,4,394.15,202.0
0,117,14,12,4,1,1,360.0,449.0
0,66,11,38,4,4,4,243.45,16.0
0,55,11,44,4,2,2,407.85,312.0
1,52,10,8,3,6,5,322.4,82.0
0,110,15,20,2,1,1,330.75,365.0
0,76,10,44,3,4,4,224.0,130.0
0,27,9,59,1,0,0,382.0,783.0
0,142,14,3,1,4,4,299.1,8.0
0,145,16,41,0,1,1,340.75,557.0
0,191,17,40,2,5,5,278.25,102.0
0,7,8,22,0,4,4,280.85,68.0
0,137,13,50,1,4,4,295.85,173.0
0,9,8,13,2,7,7,238.25,217.0
0,119,13,29,1,2,2,409.5,435.0
0,56,10,15,4,1,1,346.9,477.0
0,139,13,47,1,3,8,435.8,209.0
0,25,9,35,3,4,4,421.85,22.0
0,145,13,54,3,3,3,312.15,49.0
0,145,13,54,3,6,6,231.3,212.0
0,35,10,3,4,3,3,393.35,143.0
0,197,16,31,2,7,7,226.35,212.0
